id,distractor,tv,reading,music,talking_phone,messaging,socnet,comp_video,other_comp,games,tv_socnet,tv_messaging,tv_comp_video,tv_other_comp,socnet_tv,socnet_messaging,socnet_comp_video,socnet_other_comp,messaging_tv,messaging_socnet,messaging_comp_video,messaging_other_comp,comp_video_tv,comp_video_socnet,comp_video_messaging,comp_video_other_comp,other_comp_tv,other_comp_socnet,other_comp_messaging,other_comp_comp_video,yob,gender,first_language,faculty,academic_performance,parents_qualification,navigation_tool,life1,life2,life3,recall_1,recall_2
68,absa,Less than 30 minutes,1-2 hours,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,1-2 hours,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,1995,Male,Afrikaans,Arts and Social Sciences,65-70%,University - Honours,Touch pad,3,17,40,Standard Bank,Personal growth
69,absa,Not at all,Not at all,3 hours or more,Less than 30 minutes,3 hours or more,3 hours or more,30 minute to 1 hour,1-2 hours,Less than 30 minutes,Very often,Very often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Never,1996,Female,English,Economic and Management Sciences,35-40%,University - Bachelors,Mouse,6,26,30,Absa,Shared growth
70,absa,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,Less than 30 minutes,Less than 30 minutes,Often,Often,Often,Sometimes,Often,Often,Never,Sometimes,Often,Often,Often,Sometimes,Never,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,1998,Male,English,Economic and Management Sciences,60-65%,Matric,Touch pad,39,32,8,Absa,Capital growth
71,absa,Not at all,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,Not at all,Often,Often,Never,Never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Often,Often,Never,Never,Often,Often,Sometimes,1997,Male,Afrikaans,Economic and Management Sciences,55-60%,University - Honours,Touch pad,28,43,26,Absa,Personal growth
72,absa,Not at all,Less than 30 minutes,3 hours or more,Less than 30 minutes,3 hours or more,3 hours or more,1-2 hours,1-2 hours,Not at all,Very often,Very often,Never,Sometimes,Often,Often,Sometimes,Never,Sometimes,Sometimes,Often,Sometimes,Never,Often,Often,Sometimes,Sometimes,Often,Often,Often,1996,Female,Afrikaans,Economic and Management Sciences,75-80%,University - Masters or PhD,Mouse,22,4,11,Absa,Shared growth
73,absa,Not at all,30 minute to 1 hour,1-2 hours,Less than 30 minutes,1-2 hours,2-3 hours,2-3 hours,Less than 30 minutes,Not at all,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1996,Female,English,Science,60-65%,University - Bachelors,Touch pad,28,8,31,Standard Bank,Shared growth
74,absa,Not at all,Less than 30 minutes,1-2 hours,Not at all,2-3 hours,Less than 30 minutes,Not at all,2-3 hours,Not at all,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,1997,Female,Afrikaans,Economic and Management Sciences,55-60%,University - Honours,Mouse,28,26,14,Absa,Shared growth
75,absa,Not at all,Not at all,2-3 hours,Not at all,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,Not at all,Often,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1997,Male,Afrikaans,Science,65-70%,University - Honours,Touch pad,3,4,4,Absa,Business growth
76,absa,Not at all,Less than 30 minutes,Less than 30 minutes,1-2 hours,3 hours or more,Not at all,2-3 hours,Less than 30 minutes,1-2 hours,Never,Never,Never,Never,Never,Very often,Never,Sometimes,Never,Often,Sometimes,Often,Never,Never,Often,Never,Never,Sometimes,Often,Never,1997,Male,English,Engineering,65-70%,Matric,Mouse,23,26,41,Absa,Shared growth
78,absa,Less than 30 minutes,Less than 30 minutes,1-2 hours,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Not at all,Not at all,Sometimes,Often,Often,Never,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Often,1997,Male,English,Engineering,80-85%,University - Masters or PhD,Touch pad,6,41,51,Absa,Capital growth
79,absa,Not at all,1-2 hours,1-2 hours,Less than 30 minutes,30 minute to 1 hour,Not at all,1-2 hours,Less than 30 minutes,1-2 hours,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Often,Sometimes,1997,Male,Afrikaans,Economic and Management Sciences,70-75%,Matric,Touch pad,46,63,45,Absa,Capital growth
80,absa,Less than 30 minutes,1-2 hours,3 hours or more,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,3 hours or more,3 hours or more,Less than 30 minutes,Often,Sometimes,Never,Sometimes,Often,Sometimes,Often,Often,Often,Often,Very often,Very often,Never,Often,Sometimes,Very often,Sometimes,Sometimes,Often,Very often,1994,Male,isiXhosa,Science,60-65%,Matric,Mouse,37,19,38,Absa,Business growth
81,absa,Not at all,Not at all,2-3 hours,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,2-3 hours,1-2 hours,3 hours or more,Never,Never,Never,Very often,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,1996,Male,English,Science,75-80%,University - Bachelors,Other,3,4,11,Nedbank,Personal growth
83,absa,30 minute to 1 hour,1-2 hours,1-2 hours,Less than 30 minutes,30 minute to 1 hour,2-3 hours,1-2 hours,1-2 hours,Not at all,Very often,Often,Never,Sometimes,Sometimes,Often,Very often,Often,Sometimes,Very often,Often,Often,Never,Often,Often,Sometimes,Never,Very often,Often,Often,1995,Female,English,Science,70-75%,Matric,Touch pad,12,31,19,Absa,Capital growth
84,absa,30 minute to 1 hour,Less than 30 minutes,1-2 hours,Less than 30 minutes,1-2 hours,30 minute to 1 hour,2-3 hours,30 minute to 1 hour,Not at all,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Never,Very often,Very often,Very often,Never,Very often,Very often,Sometimes,1996,Male,Afrikaans,Economic and Management Sciences,60-65%,University - Bachelors,Mouse,34,43,8,Absa,Shared growth
85,absa,Not at all,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,30 minute to 1 hour,Not at all,Less than 30 minutes,Not at all,Sometimes,Often,Never,Never,Never,Often,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,1994,Female,Other European language,Economic and Management Sciences,70-75%,University - Bachelors,Touch pad,19,8,45,Absa,Shared growth
86,absa,Not at all,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,Not at all,30 minute to 1 hour,Less than 30 minutes,Not at all,Never,Often,Often,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Often,Sometimes,Never,Never,Sometimes,Never,1994,Female,Afrikaans,Engineering,60-65%,University - Bachelors,Mouse,16,26,30,Absa,Shared growth
87,absa,Not at all,Less than 30 minutes,2-3 hours,Less than 30 minutes,30 minute to 1 hour,3 hours or more,Not at all,Less than 30 minutes,Not at all,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,1996,Female,English,Arts and Social Sciences,65-70%,University - Honours,Touch pad,34,26,20,Absa,Shared growth
88,absa,Less than 30 minutes,3 hours or more,2-3 hours,3 hours or more,3 hours or more,30 minute to 1 hour,2-3 hours,2-3 hours,Not at all,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Never,Often,Sometimes,Often,Sometimes,Sometimes,Never,Sometimes,Often,Sometimes,Never,Sometimes,Sometimes,Sometimes,1988,Male,English,Economic and Management Sciences,55-60%,Matric,Mouse,16,12,4,Absa,Shared growth
89,absa,Not at all,30 minute to 1 hour,30 minute to 1 hour,Not at all,Less than 30 minutes,Less than 30 minutes,1-2 hours,Less than 30 minutes,Less than 30 minutes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Often,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,1998,Male,Afrikaans,Economic and Management Sciences,60-65%,University - Bachelors,Mouse,6,8,8,Absa,Personal growth
90,absa,1-2 hours,2-3 hours,30 minute to 1 hour,30 minute to 1 hour,3 hours or more,3 hours or more,3 hours or more,3 hours or more,Not at all,Very often,Very often,Sometimes,Very often,Very often,Very often,Very often,Very often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Very often,Very often,Often,Very often,Very often,Very often,Sometimes,1997,Female,Afrikaans,Arts and Social Sciences,65-70%,University - Bachelors,Mouse,21,30,30,Absa,Personal growth
91,absa,Not at all,1-2 hours,3 hours or more,Less than 30 minutes,3 hours or more,30 minute to 1 hour,3 hours or more,30 minute to 1 hour,Not at all,Never,Never,Never,Never,Never,Sometimes,Often,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Often,1996,Female,English,Science,60-65%,Matric,Touch pad,23,37,26,Nedbank,Shared growth
92,absa,Not at all,1-2 hours,Less than 30 minutes,Less than 30 minutes,1-2 hours,2-3 hours,3 hours or more,30 minute to 1 hour,1-2 hours,Often,Often,Never,Never,Sometimes,Often,Very often,Never,Sometimes,Sometimes,Often,Sometimes,Never,Very often,Very often,Sometimes,Never,Often,Often,Sometimes,1995,Female,Afrikaans,Economic and Management Sciences,55-60%,University - Honours,Mouse,23,8,43,Absa,Personal growth
93,absa,Not at all,2-3 hours,3 hours or more,Less than 30 minutes,2-3 hours,1-2 hours,2-3 hours,1-2 hours,Not at all,Very often,Very often,Very often,Often,Never,Often,Often,Sometimes,Never,Very often,Very often,Often,Never,Very often,Very often,Very often,Never,Very often,Very often,Very often,1995,Female,English,AgriSciences,60-65%,Matric,Touch pad,22,47,50,Absa,Personal growth
94,absa,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,3 hours or more,3 hours or more,3 hours or more,1-2 hours,3 hours or more,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Often,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Never,1996,Male,English,Engineering,50-55%,University - Bachelors,Mouse,14,8,47,Standard Bank,Personal growth
95,absa,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,Not at all,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,1997,Male,English,Engineering,70-75%,University - Honours,Touch pad,21,48,31,Absa,Shared growth
96,absa,30 minute to 1 hour,2-3 hours,2-3 hours,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,1-2 hours,30 minute to 1 hour,30 minute to 1 hour,Often,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Never,Sometimes,Often,Never,Never,Sometimes,Often,Sometimes,1998,Male,English,Medicine and Health Sciences,75-80%,Matric,Mouse,31,42,14,Nedbank,Personal growth
97,absa,Not at all,3 hours or more,2-3 hours,3 hours or more,3 hours or more,1-2 hours,2-3 hours,2-3 hours,Not at all,Never,Sometimes,Sometimes,Sometimes,Never,Often,Often,Sometimes,Never,Sometimes,Never,Often,Never,Often,Often,Sometimes,Never,Often,Often,Often,1988,Male,English,Economic and Management Sciences,55-60%,Matric,Mouse,6,24,14,Absa,Shared growth
98,absa,Not at all,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,3 hours or more,1-2 hours,2-3 hours,1-2 hours,Not at all,Often,Often,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Never,Often,Never,Never,Sometimes,Often,Sometimes,1994,Male,English,Engineering,60-65%,University - Honours,Mouse,37,41,11,Absa,Personal growth
99,absa,Not at all,30 minute to 1 hour,2-3 hours,Less than 30 minutes,1-2 hours,30 minute to 1 hour,3 hours or more,1-2 hours,1-2 hours,Sometimes,Sometimes,Very often,Very often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Often,Never,Sometimes,Often,Often,Sometimes,Often,Often,Often,1996,Male,English,Economic and Management Sciences,45-50%,Matric,Mouse,33,36,4,Nedbank,Business growth
100,absa,3 hours or more,30 minute to 1 hour,3 hours or more,Less than 30 minutes,1-2 hours,3 hours or more,Not at all,30 minute to 1 hour,Not at all,Often,Often,Sometimes,Sometimes,Very often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Often,Sometimes,Often,Sometimes,1996,Female,Afrikaans,Arts and Social Sciences,60-65%,University - Bachelors,Touch pad,14,31,50,Absa,Shared growth
101,absa,30 minute to 1 hour,Less than 30 minutes,1-2 hours,Less than 30 minutes,1-2 hours,3 hours or more,3 hours or more,30 minute to 1 hour,Not at all,Often,Often,Never,Never,Often,Sometimes,Often,Sometimes,Often,Often,Never,Sometimes,Never,Often,Often,Sometimes,Never,Sometimes,Often,Sometimes,1996,Male,Afrikaans,Engineering,50-55%,University - Bachelors,Mouse,28,52,8,Absa,Personal growth
102,absa,Not at all,Less than 30 minutes,3 hours or more,Less than 30 minutes,3 hours or more,3 hours or more,3 hours or more,3 hours or more,Not at all,Very often,Very often,Never,Never,Never,Very often,Very often,Very often,Never,Sometimes,Sometimes,Sometimes,Never,Very often,Very often,Very often,Never,Sometimes,Sometimes,Sometimes,1993,Female,English,AgriSciences,50-55%,University - Bachelors,Mouse,9,11,11,Absa,Shared growth
103,absa,3 hours or more,30 minute to 1 hour,3 hours or more,3 hours or more,3 hours or more,3 hours or more,3 hours or more,2-3 hours,1-2 hours,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Very often,Sometimes,Very often,Very often,Often,Very often,Very often,Very often,Often,1996,Female,English,Arts and Social Sciences,55-60%,Matric,Mouse,28,8,51,Absa,Personal growth
104,absa,Not at all,30 minute to 1 hour,1-2 hours,Less than 30 minutes,30 minute to 1 hour,Less than 30 minutes,Less than 30 minutes,30 minute to 1 hour,Not at all,Never,Often,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Often,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Often,Sometimes,1997,Male,Afrikaans,Engineering,75-80%,Matric,Mouse,16,22,46,Absa,Shared growth
105,absa,Not at all,30 minute to 1 hour,Less than 30 minutes,1-2 hours,1-2 hours,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,Not at all,Very often,Very often,Often,Often,Often,Very often,Sometimes,Often,Sometimes,Often,Often,Often,Very often,Often,Often,Often,Very often,Often,Very often,Often,1996,Male,Afrikaans,Engineering,75-80%,University - Honours,Mouse,6,19,47,Absa,Shared growth
106,absa,Not at all,3 hours or more,Less than 30 minutes,Not at all,1-2 hours,Not at all,Not at all,2-3 hours,Not at all,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very often,Never,Never,Never,Never,Never,Never,Very often,Never,1994,Male,Afrikaans,Engineering,65-70%,University - Bachelors,Mouse,28,66,4,Absa,Shared growth
107,absa,Less than 30 minutes,Less than 30 minutes,1-2 hours,Less than 30 minutes,1-2 hours,1-2 hours,1-2 hours,1-2 hours,Less than 30 minutes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1995,Male,Afrikaans,Engineering,55-60%,University - Honours,Touch pad,6,31,43,Absa,Shared growth
108,absa,Not at all,Less than 30 minutes,2-3 hours,1-2 hours,3 hours or more,3 hours or more,1-2 hours,Less than 30 minutes,30 minute to 1 hour,Often,Very often,Sometimes,Sometimes,Sometimes,Very often,Very often,Sometimes,Sometimes,Very often,Very often,Sometimes,Never,Very often,Very often,Sometimes,Never,Sometimes,Sometimes,Never,1999,Male,English,Economic and Management Sciences,65-70%,Matric,Touch pad,6,28,30,Absa,Shared growth
109,absa,3 hours or more,1-2 hours,3 hours or more,3 hours or more,3 hours or more,3 hours or more,3 hours or more,3 hours or more,Not at all,Very often,Very often,Very often,Very often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Very often,Very often,Very often,Very often,1997,Female,isiXhosa,Law,50-55%,Primary School,Mouse,3,4,4,Absa,Personal growth
110,absa,1-2 hours,2-3 hours,2-3 hours,3 hours or more,2-3 hours,2-3 hours,30 minute to 1 hour,2-3 hours,1-2 hours,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Very often,Very often,Very often,Often,Sometimes,Sometimes,Often,Often,Sometimes,Often,Sometimes,1988,Other,Afrikaans,AgriSciences,35-40%,Matric,Touch pad,28,43,4,Nedbank,Business growth
111,absa,Not at all,30 minute to 1 hour,30 minute to 1 hour,Less than 30 minutes,2-3 hours,1-2 hours,1-2 hours,1-2 hours,30 minute to 1 hour,Often,Often,Never,Never,Sometimes,Often,Sometimes,Never,Sometimes,Often,Often,Never,Never,Often,Often,Never,Never,Sometimes,Often,Never,1996,Male,Afrikaans,Law,55-60%,University - Bachelors,Mouse,6,40,56,Absa,Capital growth
112,absa,1-2 hours,30 minute to 1 hour,3 hours or more,30 minute to 1 hour,3 hours or more,30 minute to 1 hour,3 hours or more,Less than 30 minutes,Not at all,Very often,Very often,Very often,Very often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Sometimes,Never,Often,Very often,Sometimes,Sometimes,Often,Often,Often,1998,Female,isiXhosa,Law,65-70%,Matric,Touch pad,6,11,11,Absa,Personal growth
113,absa,2-3 hours,30 minute to 1 hour,1-2 hours,Less than 30 minutes,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,30 minute to 1 hour,Not at all,Never,Sometimes,Often,Never,Never,Often,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,1995,Female,Afrikaans,Medicine and Health Sciences,70-75%,University - Bachelors,Touch pad,16,19,26,Absa,Personal growth
